accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.6464095115661621,0.7890118360519409,0.5602481961250305,0.9909277558326721,0.6423073410987854,0.07697777450084686,0.8552802801132202,1.4338412284851074,1.0,0.049649935215711594,0.0007999999797903001
0.7789238095283508,0.9055715203285217,0.3806331753730774,0.9960269331932068,0.7757768034934998,0.07277777791023254,0.8700138330459595,1.577690601348877,1.0,0.04532558470964432,0.0007999999797903001
0.8149762153625488,0.9271175861358643,0.33429253101348877,0.9966127276420593,0.812514066696167,0.10811111330986023,0.8910579085350037,1.3687363862991333,1.0,0.08170502632856369,0.0007999999797903001
0.8314904570579529,0.9401676058769226,0.3016008138656616,0.997343122959137,0.828941285610199,0.30015555024147034,0.9068971276283264,1.0427824258804321,0.999836266040802,0.27948108315467834,0.0007999999797903001
0.8430428504943848,0.9476581811904907,0.2782423496246338,0.9977795481681824,0.8404819965362549,0.35217776894569397,0.9274285435676575,0.9698144793510437,1.0,0.33299776911735535,0.0007999999797903001
0.852733314037323,0.9537848830223083,0.2568562924861908,0.9980973601341248,0.850196361541748,0.6363999843597412,0.9159353971481323,0.5979824066162109,0.9986869096755981,0.6264585852622986,0.0007999999797903001
0.8612285852432251,0.9576464891433716,0.24051880836486816,0.9984626770019531,0.8586327433586121,0.7097333073616028,0.9297357797622681,0.5025221109390259,0.9985358119010925,0.7021690607070923,0.0007999999797903001
0.8650143146514893,0.9609605073928833,0.2271062284708023,0.9987862706184387,0.8622511625289917,0.6875110864639282,0.9308035373687744,0.4888710081577301,0.999090850353241,0.678877055644989,0.0007999999797903001
0.8655571341514587,0.9622892141342163,0.22068822383880615,0.9989114999771118,0.8627015948295593,0.8347111344337463,0.9298911094665527,0.2688424587249756,0.9955728054046631,0.8335239887237549,0.0007999999797903001
0.8686809539794922,0.9634879231452942,0.21523882448673248,0.9990282654762268,0.8658156991004944,0.6877555847167969,0.9312353730201721,0.49608662724494934,0.9992256164550781,0.6790372133255005,0.0007999999797903001
0.8743285536766052,0.965704083442688,0.20900391042232513,0.9989563226699829,0.8716912865638733,0.7817333340644836,0.9310187101364136,0.37598901987075806,0.9973871111869812,0.7773074507713318,0.0007999999797903001
0.87663334608078,0.9657377004623413,0.20837564766407013,0.9990708827972412,0.8739631772041321,0.7087777853012085,0.9255757927894592,0.48263320326805115,0.9983064532279968,0.7013453245162964,0.0007999999797903001
0.8816523551940918,0.9684121012687683,0.19848446547985077,0.9991263151168823,0.8790798783302307,0.8246889114379883,0.9277617931365967,0.3183943033218384,0.9961490631103516,0.822678804397583,0.0007999999797903001
0.878090500831604,0.9678611159324646,0.19903621077537537,0.9991282224655151,0.8754125237464905,0.7868444323539734,0.9300466179847717,0.3699452579021454,0.9974336624145508,0.7825469970703125,0.0007999999797903001
0.8784857392311096,0.9677291512489319,0.20047472417354584,0.9991174936294556,0.8758286833763123,0.8485333323478699,0.927818775177002,0.28567036986351013,0.9944509863853455,0.8487850427627563,0.0007999999797903001
0.8861761689186096,0.9711172580718994,0.18528588116168976,0.999224841594696,0.883648157119751,0.8900222182273865,0.9284549355506897,0.22219792008399963,0.9920774102210999,0.8939047455787659,0.00039999998989515007
0.8863190412521362,0.9718008041381836,0.18246689438819885,0.9993300437927246,0.8837020397186279,0.852222204208374,0.9243777990341187,0.2649640738964081,0.9940009713172913,0.8529950380325317,0.00039999998989515007
0.8867238163948059,0.9720873832702637,0.18213360011577606,0.9993247985839844,0.8841230869293213,0.920199990272522,0.9355530142784119,0.1597440391778946,0.9903674721717834,0.9268521666526794,0.00039999998989515007
0.8898476362228394,0.9724113345146179,0.18019893765449524,0.9993547797203064,0.8873106241226196,0.8979555368423462,0.9383946657180786,0.20064277946949005,0.9929673075675964,0.9013178944587708,0.00039999998989515007
0.8919190764427185,0.9732424020767212,0.1762896180152893,0.9993563294410706,0.8894405364990234,0.9056888818740845,0.9269178509712219,0.1930277794599533,0.9906744360923767,0.9114766716957092,0.00039999998989515007
0.888957142829895,0.9729200601577759,0.17760790884494781,0.999332070350647,0.8864145874977112,0.9028221964836121,0.9365915060043335,0.19026292860507965,0.9922162294387817,0.9070608019828796,0.00039999998989515007
0.8938999772071838,0.9729596972465515,0.17589059472084045,0.9992865324020386,0.891541063785553,0.9433555603027344,0.9361602067947388,0.12786543369293213,0.9873765707015991,0.9538736343383789,0.00039999998989515007
0.8924762010574341,0.973529040813446,0.17390117049217224,0.9993951916694641,0.8899791240692139,0.9359555840492249,0.9371880888938904,0.14311273396015167,0.9887462854385376,0.944813072681427,0.00039999998989515007
0.8934904932975769,0.9739087820053101,0.17244598269462585,0.9994013905525208,0.8910171389579773,0.9431999921798706,0.930110514163971,0.12608014047145844,0.9870052933692932,0.9540795087814331,0.00039999998989515007
0.8925714492797852,0.973733127117157,0.17394496500492096,0.9993677735328674,0.8901015520095825,0.9311110973358154,0.934166431427002,0.14833493530750275,0.9890639185905457,0.9394590854644775,0.00039999998989515007
0.8938761949539185,0.9740031957626343,0.17336776852607727,0.9993632435798645,0.8914480209350586,0.9083555340766907,0.9356001019477844,0.17994777858257294,0.9916285872459412,0.9133528470993042,0.00039999998989515007
0.895976185798645,0.9746605753898621,0.16858720779418945,0.9994249939918518,0.8935534954071045,0.925000011920929,0.9370524883270264,0.15226952731609344,0.9904657602310181,0.9317485094070435,0.00039999998989515007
0.8951523900032043,0.9741255640983582,0.17210525274276733,0.9993860721588135,0.8927406668663025,0.919688880443573,0.9431638717651367,0.16095834970474243,0.991878092288971,0.9248844385147095,0.00039999998989515007
0.8980761766433716,0.9745456576347351,0.16928032040596008,0.9993663430213928,0.8957666158676147,0.9244222044944763,0.9386863112449646,0.14932012557983398,0.9910333752632141,0.9306045174598694,0.00039999998989515007
0.8955047726631165,0.9747216105461121,0.16852200031280518,0.9994684457778931,0.8930295705795288,0.9331333041191101,0.9342241883277893,0.14246486127376556,0.9890173077583313,0.9416098594665527,0.00039999998989515007
0.896142840385437,0.9751327633857727,0.16669650375843048,0.9994907379150391,0.8936660885810852,0.9374889135360718,0.9325620532035828,0.13797153532505035,0.9882279634475708,0.9469180703163147,0.00019999999494757503
0.8977000117301941,0.9754127264022827,0.16617760062217712,0.9994752407073975,0.8952819108963013,0.9382444620132446,0.9324120879173279,0.13636617362499237,0.9880512356758118,0.9478790163993835,0.00019999999494757503
0.9003381133079529,0.976245105266571,0.16289445757865906,0.9994223713874817,0.8980433940887451,0.945377767086029,0.9351400136947632,0.1230337917804718,0.9868744015693665,0.95648193359375,0.00019999999494757503
0.9024237990379333,0.9764177203178406,0.1617308109998703,0.9994617700576782,0.9001537561416626,0.948711097240448,0.9327120184898376,0.11335386335849762,0.9863715171813965,0.9604631066322327,0.00019999999494757503
0.9019190669059753,0.9762645959854126,0.16101230680942535,0.9994560480117798,0.8996396064758301,0.9408000111579895,0.9383315443992615,0.12371688336133957,0.9881768226623535,0.9504187107086182,0.00019999999494757503
0.9023095369338989,0.976483166217804,0.1618281453847885,0.999488890171051,0.9000117778778076,0.9509999752044678,0.9373475909233093,0.10753657668828964,0.9859260320663452,0.9633002281188965,0.00019999999494757503
0.9021809697151184,0.9764830470085144,0.16131222248077393,0.9994562268257141,0.8999089002609253,0.9367111325263977,0.9324826002120972,0.13290224969387054,0.9879615902900696,0.946368932723999,0.00019999999494757503
0.9034190773963928,0.9765867590904236,0.1604572981595993,0.9994352459907532,0.9012015461921692,0.9371111392974854,0.934707760810852,0.12973667681217194,0.9885966777801514,0.9461629986763,0.00019999999494757503
0.9046952128410339,0.9767898917198181,0.15886685252189636,0.9994685649871826,0.9024844169616699,0.9262666702270508,0.9371371269226074,0.1457972377538681,0.9899791479110718,0.9335331320762634,0.00019999999494757503
0.9048857092857361,0.9769938588142395,0.158003032207489,0.9994795322418213,0.9026704430580139,0.9420222043991089,0.9373477101325989,0.1211714819073677,0.9886566400527954,0.9512194991111755,0.00019999999494757503
