model,batch_size,latency_ms,std_latency,throughput
Hybrid CNN-LSTM,1,59.83711289999292,1.698528164186846,16.71203625200504
Hybrid CNN-LSTM,16,3.7664972500010663,0.10932449814884013,265.49866722980266
Hybrid CNN-LSTM,64,0.9467380203124875,0.018565560885842613,1056.2584142019905
Hybrid CNN-LSTM,256,0.31002104921880047,0.008862714341128407,3225.5874319496284
Hybrid CNN-LSTM,512,0.2021453535156148,0.003873874027604334,4946.935374019144
Hybrid CNN-LSTM,1024,0.1521691298827954,0.004865431810688892,6571.635132370316
