batch_size,latency_ms,std_latency,throughput
1,58.11190400000896,1.0063810997819258,17.2081782073402
16,3.697564181250357,0.1039584994957269,270.44831434456484
64,0.9248000015622537,0.022410511469687002,1081.3148770660812
256,0.30486461289065403,0.005502473270954662,3280.144555047688
512,0.19891687734374663,0.0027110259227249877,5027.225509235741
1024,0.14720029335939522,0.0015801054919881723,6793.464721965338
